_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
1015202,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Point Breeze North
1015203,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Polish Hill
1015204,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Polish Hill
1015205,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Polish Hill
1015206,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Polish Hill
1015207,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Polish Hill
1015208,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Polish Hill
1015209,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Regent Square
1015210,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Regent Square
1015211,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Regent Square
1015212,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Saint Clair
1015213,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Saint Clair
1015214,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Saint Clair
1015215,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Saint Clair
1015216,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Shadyside
1015217,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Shadyside
1015218,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Shadyside
1015219,Families Receiving Child Welfare Services,Population Served by DHS,2020,51,Sheraden
1015220,Families Receiving Child Welfare Services,Population Served by DHS,2021,41,Sheraden
1015221,Families Receiving Child Welfare Services,Population Served by DHS,2022,42,Sheraden
1015222,Families Receiving Child Welfare Services,Population Served by DHS,2023,26,Sheraden
1015223,Families Receiving Child Welfare Services,Population Served by DHS,2024,28,Sheraden
1015224,Families Receiving Child Welfare Services,Population Served by DHS,2025,28,Sheraden
1015225,Families Receiving Child Welfare Services,Population Served by DHS,2020,,South Oakland
1015226,Families Receiving Child Welfare Services,Population Served by DHS,2021,,South Oakland
1015227,Families Receiving Child Welfare Services,Population Served by DHS,2022,,South Oakland
1015228,Families Receiving Child Welfare Services,Population Served by DHS,2023,,South Oakland
1015229,Families Receiving Child Welfare Services,Population Served by DHS,2024,,South Oakland
1015230,Families Receiving Child Welfare Services,Population Served by DHS,2025,,South Oakland
1015231,Families Receiving Child Welfare Services,Population Served by DHS,2020,12,South Side Flats
1015232,Families Receiving Child Welfare Services,Population Served by DHS,2021,11,South Side Flats
1015233,Families Receiving Child Welfare Services,Population Served by DHS,2022,9,South Side Flats
1015234,Families Receiving Child Welfare Services,Population Served by DHS,2023,10,South Side Flats
1015235,Families Receiving Child Welfare Services,Population Served by DHS,2024,10,South Side Flats
1015236,Families Receiving Child Welfare Services,Population Served by DHS,2025,7,South Side Flats
1015237,Families Receiving Child Welfare Services,Population Served by DHS,2020,10,South Side Slopes
1015238,Families Receiving Child Welfare Services,Population Served by DHS,2021,13,South Side Slopes
1015239,Families Receiving Child Welfare Services,Population Served by DHS,2022,14,South Side Slopes
1015240,Families Receiving Child Welfare Services,Population Served by DHS,2023,11,South Side Slopes
1015241,Families Receiving Child Welfare Services,Population Served by DHS,2024,6,South Side Slopes
1015242,Families Receiving Child Welfare Services,Population Served by DHS,2025,11,South Side Slopes
1015243,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Spring Garden
1015244,Families Receiving Child Welfare Services,Population Served by DHS,2021,7,Spring Garden
1015245,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Spring Garden
1015246,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Spring Garden
1015247,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Spring Garden
1015248,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Spring Garden
1015249,Families Receiving Child Welfare Services,Population Served by DHS,2020,21,Spring Hill-City View
1015250,Families Receiving Child Welfare Services,Population Served by DHS,2021,21,Spring Hill-City View
1015251,Families Receiving Child Welfare Services,Population Served by DHS,2022,20,Spring Hill-City View
1015252,Families Receiving Child Welfare Services,Population Served by DHS,2023,12,Spring Hill-City View
1015253,Families Receiving Child Welfare Services,Population Served by DHS,2024,14,Spring Hill-City View
1015254,Families Receiving Child Welfare Services,Population Served by DHS,2025,15,Spring Hill-City View
1015255,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Squirrel Hill North
1015256,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Squirrel Hill North
1015257,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Squirrel Hill North
1015258,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Squirrel Hill North
1015259,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Squirrel Hill South
1015260,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Squirrel Hill South
1015261,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Squirrel Hill South
1015262,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Squirrel Hill South
1015263,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Squirrel Hill South
1015264,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Squirrel Hill South
1015265,Families Receiving Child Welfare Services,Population Served by DHS,2020,11,Stanton Heights
1015266,Families Receiving Child Welfare Services,Population Served by DHS,2021,6,Stanton Heights
1015267,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Stanton Heights
1015268,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Stanton Heights
1015269,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Stanton Heights
1015270,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Stanton Heights
1015271,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Summer Hill
1015272,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Summer Hill
1015273,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Summer Hill
1015274,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Summer Hill
1015275,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Summer Hill
1015276,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Summer Hill
1015277,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Swisshelm Park
1015278,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Swisshelm Park
1015279,Families Receiving Child Welfare Services,Population Served by DHS,2020,17,Terrace Village
1015280,Families Receiving Child Welfare Services,Population Served by DHS,2021,12,Terrace Village
1015281,Families Receiving Child Welfare Services,Population Served by DHS,2022,13,Terrace Village
1015282,Families Receiving Child Welfare Services,Population Served by DHS,2023,7,Terrace Village
1015283,Families Receiving Child Welfare Services,Population Served by DHS,2024,11,Terrace Village
1015284,Families Receiving Child Welfare Services,Population Served by DHS,2025,13,Terrace Village
1015285,Families Receiving Child Welfare Services,Population Served by DHS,2020,8,Troy Hill
1015286,Families Receiving Child Welfare Services,Population Served by DHS,2021,7,Troy Hill
1015287,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Troy Hill
1015288,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Troy Hill
1015289,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Troy Hill
1015290,Families Receiving Child Welfare Services,Population Served by DHS,2020,8,Upper Hill
1015291,Families Receiving Child Welfare Services,Population Served by DHS,2021,7,Upper Hill
1015292,Families Receiving Child Welfare Services,Population Served by DHS,2022,8,Upper Hill
1015293,Families Receiving Child Welfare Services,Population Served by DHS,2023,7,Upper Hill
1015294,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Upper Hill
1015295,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Upper Hill
1015296,Families Receiving Child Welfare Services,Population Served by DHS,2020,8,Upper Lawrenceville
1015297,Families Receiving Child Welfare Services,Population Served by DHS,2021,6,Upper Lawrenceville
1015298,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Upper Lawrenceville
1015299,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Upper Lawrenceville
1015300,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Upper Lawrenceville
1015301,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Upper Lawrenceville
1015302,Families Receiving Child Welfare Services,Population Served by DHS,2020,,West End
1015303,Families Receiving Child Welfare Services,Population Served by DHS,2021,,West End
1015304,Families Receiving Child Welfare Services,Population Served by DHS,2022,,West End
1015305,Families Receiving Child Welfare Services,Population Served by DHS,2023,,West End
1015306,Families Receiving Child Welfare Services,Population Served by DHS,2024,,West End
1015307,Families Receiving Child Welfare Services,Population Served by DHS,2020,,West Oakland
1015308,Families Receiving Child Welfare Services,Population Served by DHS,2021,,West Oakland
1015309,Families Receiving Child Welfare Services,Population Served by DHS,2022,,West Oakland
1015310,Families Receiving Child Welfare Services,Population Served by DHS,2023,,West Oakland
1015311,Families Receiving Child Welfare Services,Population Served by DHS,2024,,West Oakland
1015312,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Westwood
1015313,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Westwood
1015314,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Westwood
1015315,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Westwood
1015316,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Westwood
1015317,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Westwood
1015318,Families Receiving Child Welfare Services,Population Served by DHS,2020,,Windgap
1015319,Families Receiving Child Welfare Services,Population Served by DHS,2021,,Windgap
1015320,Families Receiving Child Welfare Services,Population Served by DHS,2022,,Windgap
1015321,Families Receiving Child Welfare Services,Population Served by DHS,2023,,Windgap
1015322,Families Receiving Child Welfare Services,Population Served by DHS,2024,,Windgap
1015323,Families Receiving Child Welfare Services,Population Served by DHS,2025,,Windgap
1015324,Families Receiving Child Welfare Services,Population Served by DHS,2020,2076,X-Unassigned
1015325,Families Receiving Child Welfare Services,Population Served by DHS,2021,1871,X-Unassigned
1015326,Families Receiving Child Welfare Services,Population Served by DHS,2022,1623,X-Unassigned
1015327,Families Receiving Child Welfare Services,Population Served by DHS,2023,1264,X-Unassigned
1015328,Families Receiving Child Welfare Services,Population Served by DHS,2024,1178,X-Unassigned
1015329,Families Receiving Child Welfare Services,Population Served by DHS,2025,1131,X-Unassigned
1015330,Children Receiving Early Intervention Services,Population Served by DHS,2020,10,Allegheny Center
1015331,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Allegheny Center
1015332,Children Receiving Early Intervention Services,Population Served by DHS,2022,8,Allegheny Center
1015333,Children Receiving Early Intervention Services,Population Served by DHS,2023,6,Allegheny Center
1015334,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Allegheny Center
1015335,Children Receiving Early Intervention Services,Population Served by DHS,2025,8,Allegheny Center
1015336,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Allegheny West
1015337,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Allegheny West
1015338,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Allegheny West
1015339,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Allegheny West
1015340,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Allegheny West
1015341,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Allegheny West
1015342,Children Receiving Early Intervention Services,Population Served by DHS,2020,12,Allentown
1015343,Children Receiving Early Intervention Services,Population Served by DHS,2021,20,Allentown
1015344,Children Receiving Early Intervention Services,Population Served by DHS,2022,11,Allentown
1015345,Children Receiving Early Intervention Services,Population Served by DHS,2023,21,Allentown
1015346,Children Receiving Early Intervention Services,Population Served by DHS,2024,19,Allentown
1015347,Children Receiving Early Intervention Services,Population Served by DHS,2025,16,Allentown
1015348,Children Receiving Early Intervention Services,Population Served by DHS,2020,10,Arlington
1015349,Children Receiving Early Intervention Services,Population Served by DHS,2021,18,Arlington
1015350,Children Receiving Early Intervention Services,Population Served by DHS,2022,12,Arlington
1015351,Children Receiving Early Intervention Services,Population Served by DHS,2023,17,Arlington
1015352,Children Receiving Early Intervention Services,Population Served by DHS,2024,18,Arlington
1015353,Children Receiving Early Intervention Services,Population Served by DHS,2025,8,Arlington
1015354,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Arlington Heights
1015355,Children Receiving Early Intervention Services,Population Served by DHS,2021,6,Arlington Heights
1015356,Children Receiving Early Intervention Services,Population Served by DHS,2022,9,Arlington Heights
1015357,Children Receiving Early Intervention Services,Population Served by DHS,2023,13,Arlington Heights
1015358,Children Receiving Early Intervention Services,Population Served by DHS,2024,11,Arlington Heights
1015359,Children Receiving Early Intervention Services,Population Served by DHS,2025,9,Arlington Heights
1015360,Children Receiving Early Intervention Services,Population Served by DHS,2020,23,Banksville
1015361,Children Receiving Early Intervention Services,Population Served by DHS,2021,22,Banksville
1015362,Children Receiving Early Intervention Services,Population Served by DHS,2022,18,Banksville
1015363,Children Receiving Early Intervention Services,Population Served by DHS,2023,29,Banksville
1015364,Children Receiving Early Intervention Services,Population Served by DHS,2024,28,Banksville
1015365,Children Receiving Early Intervention Services,Population Served by DHS,2025,22,Banksville
1015366,Children Receiving Early Intervention Services,Population Served by DHS,2020,18,Bedford Dwellings
1015367,Children Receiving Early Intervention Services,Population Served by DHS,2021,19,Bedford Dwellings
1015368,Children Receiving Early Intervention Services,Population Served by DHS,2022,18,Bedford Dwellings
1015369,Children Receiving Early Intervention Services,Population Served by DHS,2023,25,Bedford Dwellings
1015370,Children Receiving Early Intervention Services,Population Served by DHS,2024,26,Bedford Dwellings
1015371,Children Receiving Early Intervention Services,Population Served by DHS,2025,19,Bedford Dwellings
1015372,Children Receiving Early Intervention Services,Population Served by DHS,2020,32,Beechview
1015373,Children Receiving Early Intervention Services,Population Served by DHS,2021,39,Beechview
1015374,Children Receiving Early Intervention Services,Population Served by DHS,2022,45,Beechview
1015375,Children Receiving Early Intervention Services,Population Served by DHS,2023,61,Beechview
1015376,Children Receiving Early Intervention Services,Population Served by DHS,2024,54,Beechview
1015377,Children Receiving Early Intervention Services,Population Served by DHS,2025,40,Beechview
1015378,Children Receiving Early Intervention Services,Population Served by DHS,2020,7,Beltzhoover
1015379,Children Receiving Early Intervention Services,Population Served by DHS,2021,8,Beltzhoover
1015380,Children Receiving Early Intervention Services,Population Served by DHS,2022,9,Beltzhoover
1015381,Children Receiving Early Intervention Services,Population Served by DHS,2023,10,Beltzhoover
1015382,Children Receiving Early Intervention Services,Population Served by DHS,2024,13,Beltzhoover
1015383,Children Receiving Early Intervention Services,Population Served by DHS,2025,9,Beltzhoover
1015384,Children Receiving Early Intervention Services,Population Served by DHS,2020,32,Bloomfield
1015385,Children Receiving Early Intervention Services,Population Served by DHS,2021,30,Bloomfield
1015386,Children Receiving Early Intervention Services,Population Served by DHS,2022,25,Bloomfield
1015387,Children Receiving Early Intervention Services,Population Served by DHS,2023,26,Bloomfield
1015388,Children Receiving Early Intervention Services,Population Served by DHS,2024,27,Bloomfield
1015389,Children Receiving Early Intervention Services,Population Served by DHS,2025,20,Bloomfield
1015390,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Bluff
1015391,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Bluff
1015392,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Bluff
1015393,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Bluff
1015394,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Bluff
1015395,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Bluff
1015396,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Bon Air
1015397,Children Receiving Early Intervention Services,Population Served by DHS,2021,7,Bon Air
1015398,Children Receiving Early Intervention Services,Population Served by DHS,2022,7,Bon Air
1015399,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Bon Air
1015400,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Bon Air
1015401,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Bon Air
1015402,Children Receiving Early Intervention Services,Population Served by DHS,2020,40,Brighton Heights
1015403,Children Receiving Early Intervention Services,Population Served by DHS,2021,51,Brighton Heights
1015404,Children Receiving Early Intervention Services,Population Served by DHS,2022,45,Brighton Heights
1015405,Children Receiving Early Intervention Services,Population Served by DHS,2023,48,Brighton Heights
1015406,Children Receiving Early Intervention Services,Population Served by DHS,2024,43,Brighton Heights
1015407,Children Receiving Early Intervention Services,Population Served by DHS,2025,42,Brighton Heights
1015408,Children Receiving Early Intervention Services,Population Served by DHS,2020,94,Brookline
1015409,Children Receiving Early Intervention Services,Population Served by DHS,2021,109,Brookline
1015410,Children Receiving Early Intervention Services,Population Served by DHS,2022,93,Brookline
1015411,Children Receiving Early Intervention Services,Population Served by DHS,2023,92,Brookline
1015412,Children Receiving Early Intervention Services,Population Served by DHS,2024,109,Brookline
1015413,Children Receiving Early Intervention Services,Population Served by DHS,2025,77,Brookline
1015414,Children Receiving Early Intervention Services,Population Served by DHS,2020,8,California-Kirkbride
1015415,Children Receiving Early Intervention Services,Population Served by DHS,2021,7,California-Kirkbride
1015416,Children Receiving Early Intervention Services,Population Served by DHS,2022,7,California-Kirkbride
1015417,Children Receiving Early Intervention Services,Population Served by DHS,2023,9,California-Kirkbride
1015418,Children Receiving Early Intervention Services,Population Served by DHS,2024,,California-Kirkbride
1015419,Children Receiving Early Intervention Services,Population Served by DHS,2025,,California-Kirkbride
1015420,Children Receiving Early Intervention Services,Population Served by DHS,2020,81,Carrick
1015421,Children Receiving Early Intervention Services,Population Served by DHS,2021,77,Carrick
1015422,Children Receiving Early Intervention Services,Population Served by DHS,2022,75,Carrick
1015423,Children Receiving Early Intervention Services,Population Served by DHS,2023,75,Carrick
1015424,Children Receiving Early Intervention Services,Population Served by DHS,2024,78,Carrick
1015425,Children Receiving Early Intervention Services,Population Served by DHS,2025,82,Carrick
1015426,Children Receiving Early Intervention Services,Population Served by DHS,2020,12,Central Lawrenceville
1015427,Children Receiving Early Intervention Services,Population Served by DHS,2021,20,Central Lawrenceville
1015428,Children Receiving Early Intervention Services,Population Served by DHS,2022,19,Central Lawrenceville
1015429,Children Receiving Early Intervention Services,Population Served by DHS,2023,17,Central Lawrenceville
1015430,Children Receiving Early Intervention Services,Population Served by DHS,2024,12,Central Lawrenceville
1015431,Children Receiving Early Intervention Services,Population Served by DHS,2025,14,Central Lawrenceville
1015432,Children Receiving Early Intervention Services,Population Served by DHS,2020,19,Central Northside
1015433,Children Receiving Early Intervention Services,Population Served by DHS,2021,16,Central Northside
1015434,Children Receiving Early Intervention Services,Population Served by DHS,2022,12,Central Northside
1015435,Children Receiving Early Intervention Services,Population Served by DHS,2023,20,Central Northside
1015436,Children Receiving Early Intervention Services,Population Served by DHS,2024,18,Central Northside
1015437,Children Receiving Early Intervention Services,Population Served by DHS,2025,18,Central Northside
1015438,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Central Oakland
1015439,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Central Oakland
1015440,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Central Oakland
1015441,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Central Oakland
1015442,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Central Oakland
1015443,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Central Oakland
1015444,Children Receiving Early Intervention Services,Population Served by DHS,2020,10,Chartiers City
1015445,Children Receiving Early Intervention Services,Population Served by DHS,2021,8,Chartiers City
1015446,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Chartiers City
1015447,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Chartiers City
1015448,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Chartiers City
1015449,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Chartiers City
1015450,Children Receiving Early Intervention Services,Population Served by DHS,2020,36,Crafton Heights
1015451,Children Receiving Early Intervention Services,Population Served by DHS,2021,36,Crafton Heights
1015452,Children Receiving Early Intervention Services,Population Served by DHS,2022,33,Crafton Heights
1015453,Children Receiving Early Intervention Services,Population Served by DHS,2023,42,Crafton Heights
1015454,Children Receiving Early Intervention Services,Population Served by DHS,2024,39,Crafton Heights
1015455,Children Receiving Early Intervention Services,Population Served by DHS,2025,23,Crafton Heights
1015456,Children Receiving Early Intervention Services,Population Served by DHS,2020,20,Crawford-Roberts
1015457,Children Receiving Early Intervention Services,Population Served by DHS,2021,22,Crawford-Roberts
1015458,Children Receiving Early Intervention Services,Population Served by DHS,2022,23,Crawford-Roberts
1015459,Children Receiving Early Intervention Services,Population Served by DHS,2023,24,Crawford-Roberts
1015460,Children Receiving Early Intervention Services,Population Served by DHS,2024,14,Crawford-Roberts
1015461,Children Receiving Early Intervention Services,Population Served by DHS,2025,13,Crawford-Roberts
1015462,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Duquesne Heights
1015463,Children Receiving Early Intervention Services,Population Served by DHS,2021,8,Duquesne Heights
1015464,Children Receiving Early Intervention Services,Population Served by DHS,2022,8,Duquesne Heights
1015465,Children Receiving Early Intervention Services,Population Served by DHS,2023,10,Duquesne Heights
1015466,Children Receiving Early Intervention Services,Population Served by DHS,2024,14,Duquesne Heights
1015467,Children Receiving Early Intervention Services,Population Served by DHS,2025,14,Duquesne Heights
1015468,Children Receiving Early Intervention Services,Population Served by DHS,2020,12,East Allegheny
1015469,Children Receiving Early Intervention Services,Population Served by DHS,2021,8,East Allegheny
1015470,Children Receiving Early Intervention Services,Population Served by DHS,2022,9,East Allegheny
1015471,Children Receiving Early Intervention Services,Population Served by DHS,2023,12,East Allegheny
1015472,Children Receiving Early Intervention Services,Population Served by DHS,2024,9,East Allegheny
1015473,Children Receiving Early Intervention Services,Population Served by DHS,2025,10,East Allegheny
1015474,Children Receiving Early Intervention Services,Population Served by DHS,2020,,East Carnegie
1015475,Children Receiving Early Intervention Services,Population Served by DHS,2021,,East Carnegie
1015476,Children Receiving Early Intervention Services,Population Served by DHS,2022,,East Carnegie
1015477,Children Receiving Early Intervention Services,Population Served by DHS,2023,,East Carnegie
1015478,Children Receiving Early Intervention Services,Population Served by DHS,2024,,East Carnegie
1015479,Children Receiving Early Intervention Services,Population Served by DHS,2025,,East Carnegie
1015480,Children Receiving Early Intervention Services,Population Served by DHS,2020,29,East Hills
1015481,Children Receiving Early Intervention Services,Population Served by DHS,2021,24,East Hills
1015482,Children Receiving Early Intervention Services,Population Served by DHS,2022,20,East Hills
1015483,Children Receiving Early Intervention Services,Population Served by DHS,2023,28,East Hills
1015484,Children Receiving Early Intervention Services,Population Served by DHS,2024,27,East Hills
1015485,Children Receiving Early Intervention Services,Population Served by DHS,2025,21,East Hills
1015486,Children Receiving Early Intervention Services,Population Served by DHS,2020,27,East Liberty
1015487,Children Receiving Early Intervention Services,Population Served by DHS,2021,34,East Liberty
1015488,Children Receiving Early Intervention Services,Population Served by DHS,2022,30,East Liberty
1015489,Children Receiving Early Intervention Services,Population Served by DHS,2023,33,East Liberty
1015490,Children Receiving Early Intervention Services,Population Served by DHS,2024,28,East Liberty
1015491,Children Receiving Early Intervention Services,Population Served by DHS,2025,25,East Liberty
1015492,Children Receiving Early Intervention Services,Population Served by DHS,2020,17,Elliott
1015493,Children Receiving Early Intervention Services,Population Served by DHS,2021,15,Elliott
1015494,Children Receiving Early Intervention Services,Population Served by DHS,2022,9,Elliott
1015495,Children Receiving Early Intervention Services,Population Served by DHS,2023,9,Elliott
1015496,Children Receiving Early Intervention Services,Population Served by DHS,2024,9,Elliott
1015497,Children Receiving Early Intervention Services,Population Served by DHS,2025,12,Elliott
1015498,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Esplen
1015499,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Esplen
1015500,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Esplen
1015501,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Esplen
1015502,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Esplen
1015503,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Esplen
1015504,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Fairywood
1015505,Children Receiving Early Intervention Services,Population Served by DHS,2021,10,Fairywood
1015506,Children Receiving Early Intervention Services,Population Served by DHS,2022,12,Fairywood
1015507,Children Receiving Early Intervention Services,Population Served by DHS,2023,14,Fairywood
1015508,Children Receiving Early Intervention Services,Population Served by DHS,2024,21,Fairywood
1015509,Children Receiving Early Intervention Services,Population Served by DHS,2025,9,Fairywood
1015510,Children Receiving Early Intervention Services,Population Served by DHS,2020,9,Fineview
1015511,Children Receiving Early Intervention Services,Population Served by DHS,2021,16,Fineview
1015512,Children Receiving Early Intervention Services,Population Served by DHS,2022,14,Fineview
1015513,Children Receiving Early Intervention Services,Population Served by DHS,2023,11,Fineview
1015514,Children Receiving Early Intervention Services,Population Served by DHS,2024,8,Fineview
1015515,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Fineview
1015516,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Friendship
1015517,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Friendship
1015518,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Friendship
1015519,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Friendship
1015520,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Friendship
1015521,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Friendship
1015522,Children Receiving Early Intervention Services,Population Served by DHS,2020,19,Garfield
1015523,Children Receiving Early Intervention Services,Population Served by DHS,2021,27,Garfield
1015524,Children Receiving Early Intervention Services,Population Served by DHS,2022,28,Garfield
1015525,Children Receiving Early Intervention Services,Population Served by DHS,2023,33,Garfield
1015526,Children Receiving Early Intervention Services,Population Served by DHS,2024,28,Garfield
1015527,Children Receiving Early Intervention Services,Population Served by DHS,2025,19,Garfield
1015528,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Glen Hazel
1015529,Children Receiving Early Intervention Services,Population Served by DHS,2021,6,Glen Hazel
1015530,Children Receiving Early Intervention Services,Population Served by DHS,2022,6,Glen Hazel
1015531,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Glen Hazel
1015532,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Glen Hazel
1015533,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Glen Hazel
1015534,Children Receiving Early Intervention Services,Population Served by DHS,2020,17,Golden Triangle
1015535,Children Receiving Early Intervention Services,Population Served by DHS,2021,15,Golden Triangle
1015536,Children Receiving Early Intervention Services,Population Served by DHS,2022,8,Golden Triangle
1015537,Children Receiving Early Intervention Services,Population Served by DHS,2023,8,Golden Triangle
1015538,Children Receiving Early Intervention Services,Population Served by DHS,2024,7,Golden Triangle
1015539,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Golden Triangle
1015540,Children Receiving Early Intervention Services,Population Served by DHS,2020,51,Greenfield
1015541,Children Receiving Early Intervention Services,Population Served by DHS,2021,56,Greenfield
1015542,Children Receiving Early Intervention Services,Population Served by DHS,2022,61,Greenfield
1015543,Children Receiving Early Intervention Services,Population Served by DHS,2023,63,Greenfield
1015544,Children Receiving Early Intervention Services,Population Served by DHS,2024,72,Greenfield
1015545,Children Receiving Early Intervention Services,Population Served by DHS,2025,51,Greenfield
1015546,Children Receiving Early Intervention Services,Population Served by DHS,2020,,Hays
1015547,Children Receiving Early Intervention Services,Population Served by DHS,2021,,Hays
1015548,Children Receiving Early Intervention Services,Population Served by DHS,2022,,Hays
1015549,Children Receiving Early Intervention Services,Population Served by DHS,2023,,Hays
1015550,Children Receiving Early Intervention Services,Population Served by DHS,2024,,Hays
1015551,Children Receiving Early Intervention Services,Population Served by DHS,2025,,Hays
1015552,Children Receiving Early Intervention Services,Population Served by DHS,2020,37,Hazelwood
1015553,Children Receiving Early Intervention Services,Population Served by DHS,2021,37,Hazelwood
1015554,Children Receiving Early Intervention Services,Population Served by DHS,2022,30,Hazelwood
1015555,Children Receiving Early Intervention Services,Population Served by DHS,2023,31,Hazelwood
